10,10,26.0
10,50,84.0
10,75,120.0
10,100,155.0
10,150,225.0
10,200,293.0
10,250,358.0
50,10,51.0
50,50,109.0
50,75,146.0
50,100,181.0
50,150,251.0
50,200,318.0
50,250,384.0
75,10,67.0
75,50,125.0
75,75,162.0
75,100,197.0
75,150,267.0
75,200,334.0
75,250,399.0
100,10,83.0
100,50,141.0
100,75,178.0
100,100,212.0
100,150,283.0
100,200,350.0
100,250,415.0
150,10,114.0
150,50,172.0
150,75,209.0
150,100,244.0
150,150,314.0
150,200,380.0
150,250,446.0
200,10,145.0
200,50,203.0
200,75,239.0
200,100,274.0
200,150,344.0
200,200,410.0
200,250,476.0
250,10,176.0
250,50,233.0
250,75,270.0
250,100,305.0
250,150,374.0
250,200,440.0
250,250,505.0
