10,10,20.0
10,50,72.0
10,75,104.0
10,100,136.0
10,150,198.0
10,200,258.0
10,250,317.0
50,10,37.0
50,50,88.0
50,75,121.0
50,100,152.0
50,150,215.0
50,200,275.0
50,250,333.0
75,10,47.0
75,50,99.0
75,75,131.0
75,100,163.0
75,150,225.0
75,200,285.0
75,250,343.0
100,10,58.0
100,50,109.0
100,75,142.0
100,100,173.0
100,150,235.0
100,200,295.0
100,250,353.0
150,10,78.0
150,50,130.0
150,75,162.0
150,100,193.0
150,150,256.0
150,200,316.0
150,250,374.0
200,10,98.0
200,50,150.0
200,75,182.0
200,100,214.0
200,150,276.0
200,200,336.0
200,250,394.0
250,10,119.0
250,50,170.0
250,75,202.0
250,100,233.0
250,150,295.0
250,200,355.0
250,250,413.0
