10,10,51.0
10,50,136.0
10,75,189.0
10,100,242.0
10,150,345.0
10,200,444.0
10,250,541.0
50,10,91.0
50,50,176.0
50,75,230.0
50,100,282.0
50,150,385.0
50,200,484.0
50,250,580.0
75,10,116.0
75,50,201.0
75,75,255.0
75,100,307.0
75,150,410.0
75,200,509.0
75,250,606.0
100,10,142.0
100,50,226.0
100,75,280.0
100,100,332.0
100,150,435.0
100,200,533.0
100,250,630.0
150,10,190.0
150,50,275.0
150,75,328.0
150,100,380.0
150,150,483.0
150,200,582.0
150,250,678.0
200,10,239.0
200,50,323.0
200,75,377.0
200,100,429.0
200,150,531.0
200,200,630.0
200,250,726.0
250,10,287.0
250,50,371.0
250,75,424.0
250,100,476.0
250,150,578.0
250,200,677.0
250,250,773.0
