10,10,29.0
10,50,91.0
10,75,129.0
10,100,166.0
10,150,240.0
10,200,311.0
10,250,380.0
50,10,58.0
50,50,120.0
50,75,158.0
50,100,196.0
50,150,270.0
50,200,340.0
50,250,410.0
75,10,77.0
75,50,138.0
75,75,177.0
75,100,214.0
75,150,288.0
75,200,359.0
75,250,428.0
100,10,96.0
100,50,157.0
100,75,195.0
100,100,232.0
100,150,306.0
100,200,377.0
100,250,446.0
150,10,131.0
150,50,192.0
150,75,231.0
150,100,268.0
150,150,342.0
150,200,413.0
150,250,481.0
200,10,167.0
200,50,228.0
200,75,266.0
200,100,304.0
200,150,377.0
200,200,448.0
200,250,517.0
250,10,202.0
250,50,263.0
250,75,301.0
250,100,338.0
250,150,412.0
250,200,481.0
250,250,550.0
