10,10,27.0
10,50,98.0
10,75,144.0
10,100,188.0
10,150,275.0
10,200,358.0
10,250,439.0
50,10,74.0
50,50,146.0
50,75,191.0
50,100,235.0
50,150,321.0
50,200,404.0
50,250,485.0
75,10,104.0
75,50,175.0
75,75,221.0
75,100,264.0
75,150,350.0
75,200,434.0
75,250,515.0
100,10,134.0
100,50,205.0
100,75,250.0
100,100,294.0
100,150,380.0
100,200,464.0
100,250,545.0
150,10,192.0
150,50,263.0
150,75,308.0
150,100,351.0
150,150,438.0
150,200,521.0
150,250,602.0
200,10,249.0
200,50,320.0
200,75,365.0
200,100,408.0
200,150,495.0
200,200,577.0
200,250,658.0
250,10,305.0
250,50,376.0
250,75,421.0
250,100,464.0
250,150,550.0
250,200,633.0
250,250,714.0
