10,10,41.0
10,50,121.0
10,75,171.0
10,100,219.0
10,150,316.0
10,200,408.0
10,250,498.0
50,10,87.0
50,50,166.0
50,75,216.0
50,100,265.0
50,150,360.0
50,200,454.0
50,250,543.0
75,10,116.0
75,50,195.0
75,75,245.0
75,100,293.0
75,150,389.0
75,200,481.0
75,250,571.0
100,10,144.0
100,50,223.0
100,75,274.0
100,100,321.0
100,150,417.0
100,200,510.0
100,250,600.0
150,10,200.0
150,50,279.0
150,75,328.0
150,100,377.0
150,150,472.0
150,200,565.0
150,250,655.0
200,10,255.0
200,50,334.0
200,75,384.0
200,100,432.0
200,150,527.0
200,200,619.0
200,250,709.0
250,10,310.0
250,50,388.0
250,75,438.0
250,100,486.0
250,150,580.0
250,200,673.0
250,250,762.0
