10,10,30.0
10,50,97.0
10,75,140.0
10,100,181.0
10,150,263.0
10,200,342.0
10,250,418.0
50,10,66.0
50,50,133.0
50,75,176.0
50,100,217.0
50,150,299.0
50,200,377.0
50,250,454.0
75,10,88.0
75,50,156.0
75,75,199.0
75,100,240.0
75,150,321.0
75,200,400.0
75,250,476.0
100,10,111.0
100,50,179.0
100,75,221.0
100,100,262.0
100,150,345.0
100,200,422.0
100,250,499.0
150,10,156.0
150,50,223.0
150,75,265.0
150,100,306.0
150,150,388.0
150,200,366.0
150,250,541.0
200,10,199.0
200,50,266.0
200,75,308.0
200,100,349.0
200,150,430.0
200,200,508.0
200,250,583.0
250,10,242.0
250,50,308.0
250,75,350.0
250,100,391.0
250,150,473.0
250,200,550.0
250,250,626.0
