10,10,35.0
10,50,124.0
10,75,180.0
10,100,235.0
10,150,343.0
10,200,447.0
10,250,548.0
50,10,39.0
50,50,127.0
50,75,183.0
50,100,239.0
50,150,346.0
50,200,451.0
50,250,552.0
75,10,41.0
75,50,130.0
75,75,185.0
75,100,241.0
75,150,348.0
75,200,453.0
75,250,554.0
100,10,43.0
100,50,132.0
100,75,187.0
100,100,242.0
100,150,350.0
100,200,454.0
100,250,555.0
150,10,47.0
150,50,135.0
150,75,191.0
150,100,247.0
150,150,353.0
150,200,458.0
150,250,560.0
200,10,51.0
200,50,140.0
200,75,195.0
200,100,251.0
200,150,358.0
200,200,462.0
200,250,564.0
250,10,55.0
250,50,144.0
250,75,200.0
250,100,255.0
250,150,363.0
250,200,467.0
250,250,568.0
