10,10,47.0
10,50,128.0
10,75,179.0
10,100,229.0
10,150,328.0
10,200,424.0
10,250,517.0
50,10,54.0
50,50,134.0
50,75,185.0
50,100,235.0
50,150,335.0
50,200,430.0
50,250,523.0
75,10,58.0
75,50,138.0
75,75,189.0
75,100,239.0
75,150,338.0
75,200,434.0
75,250,527.0
100,10,61.0
100,50,141.0
100,75,192.0
100,100,243.0
100,150,342.0
100,200,438.0
100,250,531.0
150,10,69.0
150,50,149.0
150,75,200.0
150,100,250.0
150,150,349.0
150,200,444.0
150,250,538.0
200,10,76.0
200,50,156.0
200,75,207.0
200,100,257.0
200,150,356.0
200,200,452.0
200,250,545.0
250,10,83.0
250,50,163.0
250,75,214.0
250,100,265.0
250,150,363.0
250,200,459.0
250,250,552.0
