10,10,24.0
10,50,132.0
10,75,200.0
10,100,268.0
10,150,399.0
10,200,526.0
10,250,649.0
50,10,32.0
50,50,140.0
50,75,209.0
50,100,276.0
50,150,407.0
50,200,535.0
50,250,658.0
75,10,37.0
75,50,146.0
75,75,215.0
75,100,283.0
75,150,413.0
75,200,541.0
75,250,664.0
100,10,43.0
100,50,151.0
100,75,220.0
100,100,288.0
100,150,418.0
100,200,546.0
100,250,670.0
150,10,53.0
150,50,162.0
150,75,230.0
150,100,298.0
150,150,429.0
150,200,557.0
150,250,681.0
200,10,63.0
200,50,172.0
200,75,241.0
200,100,308.0
200,150,439.0
200,200,567.0
200,250,691.0
250,10,73.0
250,50,183.0
250,75,251.0
250,100,320.0
250,150,450.0
250,200,578.0
250,250,702.0
