10,10,14.0
10,50,55.0
10,75,81.0
10,100,107.0
10,150,157.0
10,200,206.0
10,250,255.0
50,10,32.0
50,50,73.0
50,75,100.0
50,100,125.0
50,150,176.0
50,200,226.0
50,250,274.0
75,10,43.0
75,50,85.0
75,75,111.0
75,100,137.0
75,150,187.0
75,200,236.0
75,250,285.0
100,10,54.0
100,50,95.0
100,75,121.0
100,100,147.0
100,150,198.0
100,200,247.0
100,250,294.0
150,10,75.0
150,50,116.0
150,75,143.0
150,100,168.0
150,150,219.0
150,200,268.0
150,250,315.0
200,10,96.0
200,50,138.0
200,75,164.0
200,100,189.0
200,150,240.0
200,200,289.0
200,250,337.0
250,10,117.0
250,50,158.0
250,75,185.0
250,100,210.0
250,150,261.0
250,200,309.0
250,250,357.0
