10,10,99.0
10,50,205.0
10,75,273.0
10,100,340.0
10,150,472.0
10,200,600.0
10,250,725.0
50,10,102.0
50,50,208.0
50,75,275.0
50,100,343.0
50,150,474.0
50,200,602.0
50,250,727.0
75,10,102.0
75,50,208.0
75,75,276.0
75,100,343.0
75,150,474.0
75,200,602.0
75,250,726.0
100,10,101.0
100,50,207.0
100,75,275.0
100,100,342.0
100,150,473.0
100,200,602.0
100,250,726.0
150,10,102.0
150,50,208.0
150,75,276.0
150,100,344.0
150,150,475.0
150,200,603.0
150,250,727.0
200,10,104.0
200,50,210.0
200,75,278.0
200,100,345.0
200,150,477.0
200,200,605.0
200,250,728.0
250,10,105.0
250,50,211.0
250,75,279.0
250,100,346.0
250,150,478.0
250,200,606.0
250,250,730.0
