10,10,43.0
10,50,87.0
10,75,114.0
10,100,142.0
10,150,195.0
10,200,247.0
10,250,298.0
50,10,43.0
50,50,87.0
50,75,115.0
50,100,143.0
50,150,196.0
50,200,248.0
50,250,298.0
75,10,44.0
75,50,88.0
75,75,115.0
75,100,143.0
75,150,196.0
75,200,248.0
75,250,298.0
100,10,44.0
100,50,87.0
100,75,115.0
100,100,142.0
100,150,196.0
100,200,248.0
100,250,298.0
150,10,43.0
150,50,87.0
150,75,115.0
150,100,142.0
150,150,196.0
150,200,248.0
150,250,298.0
200,10,43.0
200,50,87.0
200,75,115.0
200,100,142.0
200,150,196.0
200,200,248.0
200,250,298.0
250,10,44.0
250,50,87.0
250,75,115.0
250,100,143.0
250,150,196.0
250,200,248.0
250,250,298.0
