10,10,32.0
10,50,130.0
10,75,193.0
10,100,255.0
10,150,375.0
10,200,493.0
10,250,606.0
50,10,68.0
50,50,166.0
50,75,229.0
50,100,291.0
50,150,411.0
50,200,529.0
50,250,642.0
75,10,90.0
75,50,189.0
75,75,251.0
75,100,312.0
75,150,434.0
75,200,551.0
75,250,665.0
100,10,112.0
100,50,210.0
100,75,272.0
100,100,335.0
100,150,455.0
100,200,572.0
100,250,687.0
150,10,156.0
150,50,254.0
150,75,317.0
150,100,378.0
150,150,499.0
150,200,617.0
150,250,730.0
200,10,199.0
200,50,297.0
200,75,359.0
200,100,421.0
200,150,542.0
200,200,659.0
200,250,773.0
250,10,241.0
250,50,339.0
250,75,401.0
250,100,462.0
250,150,583.0
250,200,700.0
250,250,814.0
