10,10,31.0
10,50,65.0
10,75,87.0
10,100,108.0
10,150,149.0
10,200,189.0
10,250,228.0
50,10,32.0
50,50,66.0
50,75,87.0
50,100,108.0
50,150,149.0
50,200,189.0
50,250,228.0
75,10,32.0
75,50,66.0
75,75,87.0
75,100,108.0
75,150,149.0
75,200,189.0
75,250,228.0
100,10,37.0
100,50,65.0
100,75,87.0
100,100,108.0
100,150,149.0
100,200,189.0
100,250,228.0
150,10,32.0
150,50,66.0
150,75,87.0
150,100,108.0
150,150,149.0
150,200,189.0
150,250,228.0
200,10,32.0
200,50,66.0
200,75,87.0
200,100,108.0
200,150,149.0
200,200,189.0
200,250,228.0
250,10,32.0
250,50,66.0
250,75,87.0
250,100,108.0
250,150,149.0
250,200,189.0
250,250,228.0
