10,10,44.0
10,50,90.0
10,75,119.0
10,100,147.0
10,150,203.0
10,200,257.0
10,250,309.0
50,10,45.0
50,50,90.0
50,75,119.0
50,100,147.0
50,150,203.0
50,200,257.0
50,250,310.0
75,10,45.0
75,50,90.0
75,75,118.0
75,100,147.0
75,150,203.0
75,200,257.0
75,250,309.0
100,10,45.0
100,50,90.0
100,75,118.0
100,100,147.0
100,150,203.0
100,200,257.0
100,250,309.0
150,10,45.0
150,50,90.0
150,75,118.0
150,100,147.0
150,150,203.0
150,200,257.0
150,250,305.0
200,10,43.0
200,50,88.0
200,75,116.0
200,100,144.0
200,150,200.0
200,200,253.0
200,250,305.0
250,10,44.0
250,50,88.0
250,75,117.0
250,100,145.0
250,150,200.0
250,200,254.0
250,250,306.0
