10,10,9.0
10,50,46.0
10,75,70.0
10,100,93.0
10,150,138.0
10,200,181.0
10,250,224.0
50,10,15.0
50,50,52.0
50,75,75.0
50,100,98.0
50,150,143.0
50,200,187.0
50,250,230.0
75,10,18.0
75,50,55.0
75,75,79.0
75,100,102.0
75,150,147.0
75,200,191.0
75,250,231.0
100,10,21.0
100,50,59.0
100,75,82.0
100,100,105.0
100,150,150.0
100,200,194.0
100,250,237.0
150,10,28.0
150,50,65.0
150,75,89.0
150,100,112.0
150,150,157.0
150,200,201.0
150,250,243.0
200,10,35.0
200,50,72.0
200,75,95.0
200,100,118.0
200,150,164.0
200,200,208.0
200,250,250.0
250,10,41.0
250,50,78.0
250,75,102.0
250,100,125.0
250,150,170.0
250,200,214.0
250,250,257.0
