10,10,12
10,50,52
10,75,77
10,100,102
10,150,150
10,200,198
10,250,243
50,10,25
50,50,65
50,75,90
50,100,115
50,150,161
50,200,211
50,250,256
75,10,33
75,50,73
75,75,98
75,100,123
75,150,172
75,200,219
75,250,265
100,10,41
100,50,81
100,75,106
100,100,131
100,150,180
100,200,227
100,250,273
150,10,58
150,50,97
150,75,123
150,100,148
150,150,196
150,200,243
150,250,289
200,10,74
200,50,113
200,75,139
200,100,164
200,150,212
200,200,259
200,250,305
250,10,89
250,50,129
250,75,154
250,100,179
250,150,228
250,200,275
250,250,321
