10,10,26
10,50,93
10,75,137
10,100,179
10,150,263
10,200,344
10,250,423
50,10,79
50,50,147
50,75,191
50,100,233
50,150,317
50,200,400
50,250,478
75,10,113
75,50,180
75,75,224
75,100,267
75,150,351
75,200,432
75,250,511
100,10,145
100,50,214
100,75,257
100,100,299
100,150,383
100,200,464
100,250,543
150,10,212
150,50,279
150,75,322
150,100,364
150,150,448
150,200,529
150,250,608
200,10,277
200,50,344
200,75,387
200,100,429
200,150,513
200,200,593
200,250,672
250,10,340
250,50,407
250,75,450
250,100,492
250,150,575
250,200,655
250,250,733
