10,10,30.0
10,50,112.0
10,75,164.0
10,100,214.0
10,150,314.0
10,200,411.0
10,250,505.0
50,10,96.0
50,50,178.0
50,75,230.0
50,100,280.0
50,150,380.0
50,200,477.0
50,250,571.0
75,10,137.0
75,50,219.0
75,75,270.0
75,100,321.0
75,150,421.0
75,200,518.0
75,250,611.0
100,10,177.0
100,50,258.0
100,75,309.0
100,100,360.0
100,150,425.0
100,200,557.0
100,250,650.0
150,10,258.0
150,50,339.0
150,75,391.0
150,100,441.0
150,150,541.0
150,200,637.0
150,250,731.0
200,10,337.0
200,50,418.0
200,75,470.0
200,100,520.0
200,150,619.0
200,200,715.0
200,250,808.0
250,10,415.0
250,50,495.0
250,75,546.0
250,100,596.0
250,150,695.0
250,200,790.0
250,250,882.0
