10,10,19.0
10,50,66.0
10,75,96.0
10,100,126.0
10,150,183.0
10,200,239.0
10,250,294.0
50,10,59.0
50,50,106.0
50,75,137.0
50,100,166.0
50,150,223.0
50,200,279.0
50,250,333.0
75,10,84.0
75,50,131.0
75,75,161.0
75,100,190.0
75,150,247.0
75,200,303.0
75,250,358.0
100,10,108.0
100,50,155.0
100,75,185.0
100,100,215.0
100,150,273.0
100,200,328.0
100,250,383.0
150,10,158.0
150,50,205.0
150,75,235.0
150,100,265.0
150,150,322.0
150,200,378.0
150,250,433.0
200,10,207.0
200,50,254.0
200,75,283.0
200,100,312.0
200,150,370.0
200,200,426.0
200,250,479.0
250,10,253.0
250,50,300.0
250,75,330.0
250,100,358.0
250,150,416.0
250,200,472.0
250,250,526.0
