10,10,28.0
10,50,110.0
10,75,161.0
10,100,213.0
10,150,312.0
10,200,408.0
10,250,502.0
50,10,84.0
50,50,166.0
50,75,218.0
50,100,269.0
50,150,368.0
50,200,464.0
50,250,557.0
75,10,118.0
75,50,200.0
75,75,252.0
75,100,303.0
75,150,402.0
75,200,498.0
75,250,591.0
100,10,152.0
100,50,234.0
100,75,285.0
100,100,336.0
100,150,435.0
100,200,530.0
100,250,622.0
150,10,218.0
150,50,302.0
150,75,353.0
150,100,404.0
150,150,502.0
150,200,582.0
150,250,657.0
200,10,271.0
200,50,352.0
200,75,402.0
200,100,450.0
200,150,544.0
200,200,636.0
200,250,725.0
250,10,338.0
250,50,415.0
250,75,462.0
250,100,504.0
250,150,598.0
250,200,691.0
250,250,775.0
