10,10,21.0
10,50,75.0
10,75,108.0
10,100,142.0
10,150,207.0
10,200,269.0
10,250,330.0
50,10,62.0
50,50,115.0
50,75,149.0
50,100,182.0
50,150,247.0
50,200,310.0
50,250,371.0
75,10,87.0
75,50,141.0
75,75,174.0
75,100,207.0
75,150,270.0
75,200,335.0
75,250,395.0
100,10,111.0
100,50,165.0
100,75,197.0
100,100,230.0
100,150,294.0
100,200,356.0
100,250,416.0
150,10,161.0
150,50,214.0
150,75,245.0
150,100,280.0
150,150,343.0
150,200,404.0
150,250,465.0
200,10,210.0
200,50,262.0
200,75,295.0
200,100,328.0
200,150,392.0
200,200,453.0
200,250,513.0
250,10,258.0
250,50,310.0
250,75,344.0
250,100,378.0
250,150,443.0
250,200,505.0
250,250,565.0
