10,10,22.0
10,50,85.0
10,75,125.0
10,100,164.0
10,150,239.0
10,200,313.0
10,250,385.0
50,10,68.0
50,50,131.0
50,75,170.0
50,100,209.0
50,150,285.0
50,200,359.0
50,250,430.0
75,10,96.0
75,50,159.0
75,75,199.0
75,100,238.0
75,150,314.0
75,200,387.0
75,250,458.0
100,10,125.0
100,50,187.0
100,75,227.0
100,100,265.0
100,150,341.0
100,200,415.0
100,250,484.0
150,10,180.0
150,50,242.0
150,75,282.0
150,100,321.0
150,150,396.0
150,200,470.0
150,250,540.0
200,10,234.0
200,50,297.0
200,75,336.0
200,100,375.0
200,150,450.0
200,200,522.0
200,250,594.0
250,10,288.0
250,50,349.0
250,75,389.0
250,100,428.0
250,150,502.0
250,200,576.0
250,250,647.0
