10,10,23.0
10,50,85.0
10,75,125.0
10,100,152.0
10,150,238.0
10,200,310.0
10,250,381.0
50,10,71.0
50,50,133.0
50,75,172.0
50,100,211.0
50,150,285.0
50,200,357.0
50,250,429.0
75,10,101.0
75,50,162.0
75,75,202.0
75,100,240.0
75,150,315.0
75,200,388.0
75,250,458.0
100,10,131.0
100,50,192.0
100,75,231.0
100,100,269.0
100,150,344.0
100,200,416.0
100,250,487.0
150,10,189.0
150,50,250.0
150,75,289.0
150,100,327.0
150,150,402.0
150,200,475.0
150,250,545.0
200,10,248.0
200,50,308.0
200,75,347.0
200,100,385.0
200,150,459.0
200,200,532.0
200,250,602.0
250,10,305.0
250,50,366.0
250,75,404.0
250,100,443.0
250,150,518.0
250,200,590.0
250,250,661.0
