10,10,25.0
10,50,92.0
10,75,134.0
10,100,176.0
10,150,258.0
10,200,337.0
10,250,414.0
50,10,76.0
50,50,143.0
50,75,185.0
50,100,227.0
50,150,308.0
50,200,388.0
50,250,464.0
75,10,107.0
75,50,174.0
75,75,216.0
75,100,258.0
75,150,339.0
75,200,418.0
75,250,494.0
100,10,138.0
100,50,205.0
100,75,245.0
100,100,288.0
100,150,368.0
100,200,446.0
100,250,523.0
150,10,200.0
150,50,266.0
150,75,307.0
150,100,349.0
150,150,430.0
150,200,507.0
150,250,583.0
200,10,261.0
200,50,326.0
200,75,368.0
200,100,409.0
200,150,488.0
200,200,567.0
200,250,643.0
250,10,321.0
250,50,386.0
250,75,427.0
250,100,468.0
250,150,548.0
250,200,625.0
250,250,701.0
