10,10,31.0
10,50,114.0
10,75,166.0
10,100,218.0
10,150,319.0
10,200,417.0
10,250,513.0
50,10,98.0
50,50,181.0
50,75,233.0
50,100,285.0
50,150,386.0
50,200,484.0
50,250,580.0
75,10,139.0
75,50,222.0
75,75,275.0
75,100,326.0
75,150,428.0
75,200,526.0
75,250,621.0
100,10,179.0
100,50,262.0
100,75,315.0
100,100,367.0
100,150,469.0
100,200,567.0
100,250,662.0
150,10,262.0
150,50,345.0
150,75,397.0
150,100,448.0
150,150,549.0
150,200,647.0
150,250,743.0
200,10,342.0
200,50,424.0
200,75,476.0
200,100,527.0
200,150,628.0
200,200,726.0
200,250,821.0
250,10,420.0
250,50,502.0
250,75,552.0
250,100,604.0
250,150,704.0
250,200,801.0
250,250,895.0
