10,10,28.0
10,50,106.0
10,75,155.0
10,100,204.0
10,150,299.0
10,200,391.0
10,250,481.0
50,10,83.0
50,50,161.0
50,75,211.0
50,100,260.0
50,150,354.0
50,200,446.0
50,250,536.0
75,10,117.0
75,50,196.0
75,75,245.0
75,100,294.0
75,150,388.0
75,200,480.0
75,250,570.0
100,10,151.0
100,50,229.0
100,75,278.0
100,100,327.0
100,150,422.0
100,200,513.0
100,250,603.0
150,10,218.0
150,50,296.0
150,75,345.0
150,100,394.0
150,150,488.0
150,200,581.0
150,250,670.0
200,10,284.0
200,50,362.0
200,75,411.0
200,100,459.0
200,150,554.0
200,200,645.0
200,250,735.0
250,10,349.0
250,50,427.0
250,75,475.0
250,100,524.0
250,150,618.0
250,200,709.0
250,250,798.0
