10,10,28.0
10,50,102.0
10,75,149.0
10,100,195.0
10,150,285.0
10,200,373.0
10,250,458.0
50,10,87.0
50,50,160.0
50,75,207.0
50,100,253.0
50,150,344.0
50,200,432.0
50,250,517.0
75,10,123.0
75,50,196.0
75,75,243.0
75,100,289.0
75,150,380.0
75,200,468.0
75,250,554.0
100,10,158.0
100,50,232.0
100,75,279.0
100,100,325.0
100,150,415.0
100,200,503.0
100,250,589.0
150,10,230.0
150,50,304.0
150,75,348.0
150,100,393.0
150,150,484.0
150,200,572.0
150,250,657.0
200,10,299.0
200,50,372.0
200,75,418.0
200,100,464.0
200,150,554.0
200,200,641.0
200,250,725.0
250,10,368.0
250,50,439.0
250,75,485.0
250,100,530.0
250,150,619.0
250,200,707.0
250,250,792.0
