10,10,56.0
10,50,175.0
10,75,250.0
10,100,323.0
10,150,468.0
10,200,607.0
10,250,742.0
50,10,102.0
50,50,221.0
50,75,296.0
50,100,369.0
50,150,513.0
50,200,652.0
50,250,787.0
75,10,130.0
75,50,250.0
75,75,325.0
75,100,398.0
75,150,542.0
75,200,681.0
75,250,816.0
100,10,159.0
100,50,278.0
100,75,354.0
100,100,426.0
100,150,570.0
100,200,709.0
100,250,844.0
150,10,215.0
150,50,335.0
150,75,410.0
150,100,482.0
150,150,626.0
150,200,765.0
150,250,900.0
200,10,270.0
200,50,390.0
200,75,465.0
200,100,538.0
200,150,682.0
200,200,820.0
200,250,955.0
250,10,326.0
250,50,444.0
250,75,520.0
250,100,592.0
250,150,736.0
250,200,873.0
250,250,1007.0
