10,10,47.0
10,50,163.0
10,75,236.0
10,100,305.0
10,150,445.0
10,200,579.0
10,250,709.0
50,10,126.0
50,50,241.0
50,75,313.0
50,100,383.0
50,150,523.0
50,200,656.0
50,250,787.0
75,10,175.0
75,50,290.0
75,75,362.0
75,100,432.0
75,150,571.0
75,200,704.0
75,250,835.0
100,10,224.0
100,50,338.0
100,75,411.0
100,100,480.0
100,150,619.0
100,200,753.0
100,250,883.0
150,10,320.0
150,50,434.0
150,75,505.0
150,100,575.0
150,150,713.0
150,200,846.0
150,250,976.0
200,10,413.0
200,50,526.0
200,75,599.0
200,100,670.0
200,150,808.0
200,200,941.0
200,250,1071.0
250,10,507.0
250,50,620.0
250,75,693.0
250,100,762.0
250,150,900.0
250,200,1033.0
250,250,1163.0
