10,10,42.0
10,50,134.0
10,75,192.0
10,100,247.0
10,150,358.0
10,200,464.0
10,250,567.0
50,10,93.0
50,50,185.0
50,75,243.0
50,100,298.0
50,150,409.0
50,200,515.0
50,250,618.0
75,10,125.0
75,50,217.0
75,75,275.0
75,100,331.0
75,150,441.0
75,200,547.0
75,250,650.0
100,10,157.0
100,50,249.0
100,75,307.0
100,100,362.0
100,150,472.0
100,200,578.0
100,250,682.0
150,10,220.0
150,50,311.0
150,75,368.0
150,100,424.0
150,150,535.0
150,200,640.0
150,250,743.0
200,10,280.0
200,50,372.0
200,75,430.0
200,100,485.0
200,150,596.0
200,200,701.0
200,250,804.0
250,10,342.0
250,50,434.0
250,75,491.0
250,100,546.0
250,150,656.0
250,200,761.0
250,250,864.0
