10,10,19.0
10,50,90.0
10,75,135.0
10,100,178.0
10,150,264.0
10,200,346.0
10,250,427.0
50,10,32.0
50,50,103.0
50,75,148.0
50,100,191.0
50,150,277.0
50,200,260.0
50,250,440.0
75,10,40.0
75,50,112.0
75,75,157.0
75,100,200.0
75,150,285.0
75,200,368.0
75,250,449.0
100,10,49.0
100,50,120.0
100,75,165.0
100,100,208.0
100,150,295.0
100,200,377.0
100,250,457.0
150,10,65.0
150,50,137.0
150,75,182.0
150,100,225.0
150,150,310.0
150,200,393.0
150,250,473.0
200,10,81.0
200,50,153.0
200,75,198.0
200,100,241.0
200,150,326.0
200,200,408.0
200,250,489.0
250,10,98.0
250,50,169.0
250,75,214.0
250,100,257.0
250,150,343.0
250,200,425.0
250,250,505.0
