10,10,26.0
10,50,105.0
10,75,156.0
10,100,204.0
10,150,300.0
10,200,392.0
10,250,482.0
50,10,48.0
50,50,128.0
50,75,178.0
50,100,226.0
50,150,322.0
50,200,414.0
50,250,504.0
75,10,62.0
75,50,141.0
75,75,191.0
75,100,240.0
75,150,225.0
75,200,427.0
75,250,517.0
100,10,75.0
100,50,155.0
100,75,205.0
100,100,253.0
100,150,350.0
100,200,440.0
100,250,530.0
150,10,102.0
150,50,182.0
150,75,232.0
150,100,280.0
150,150,375.0
150,200,467.0
150,250,557.0
200,10,129.0
200,50,208.0
200,75,259.0
200,100,307.0
200,150,403.0
200,200,495.0
200,250,583.0
250,10,156.0
250,50,235.0
250,75,286.0
250,100,334.0
250,150,429.0
250,200,521.0
250,250,610.0
