10,10,30.0
10,50,114.0
10,75,167.0
10,100,218.0
10,150,320.0
10,200,417.0
10,250,511.0
50,10,84.0
50,50,168.0
50,75,221.0
50,100,272.0
50,150,374.0
50,200,470.0
50,250,566.0
75,10,118.0
75,50,202.0
75,75,255.0
75,100,306.0
75,150,407.0
75,200,504.0
75,250,599.0
100,10,152.0
100,50,236.0
100,75,289.0
100,100,340.0
100,150,440.0
100,200,538.0
100,250,632.0
150,10,218.0
150,50,301.0
150,75,354.0
150,100,405.0
150,150,506.0
150,200,603.0
150,250,697.0
200,10,283.0
200,50,366.0
200,75,419.0
200,100,479.0
200,150,572.0
200,200,668.0
200,250,762.0
250,10,349.0
250,50,431.0
250,75,484.0
250,100,535.0
250,150,635.0
250,200,731.0
250,250,825.0
